timestamp,node_id,traffic_type,transmission_probability,capture_threshold,num_nodes,channel_quality,age_of_information,packet_loss_probability
2024-07-01 07:53:10.430548,76,AoI-oriented,0.2,-0.5,6,0.2,131.44040207650895,0.9622944675820884
2024-07-01 05:25:10.430548,29,AoI-oriented,0.9,0.5,10,1.0,9.81902639201414,0.8991731888550324
2024-06-30 16:24:10.430548,26,deadline-oriented,0.5,-1.0,4,0.6000000000000001,9.273164570189934,0.7938552109601374
2024-07-01 08:06:10.430548,14,AoI-oriented,0.7000000000000001,-0.5,4,0.2,inf,1.0
2024-06-30 23:38:10.430548,76,AoI-oriented,0.30000000000000004,2.0,6,0.30000000000000004,94.56924967823096,0.9650025988165263
2024-06-30 23:17:10.430548,8,deadline-oriented,1.0,-1.5,10,0.4,11.851752378531593,0.9153865210061964
2024-07-01 02:31:10.430548,9,AoI-oriented,0.4,-1.0,1,0.0,68.43973485417254,0.96304809362492
2024-07-01 01:46:10.430548,21,AoI-oriented,0.1,0.5,7,0.2,inf,1.0
2024-07-01 03:42:10.430548,79,AoI-oriented,0.1,-1.0,9,0.2,104.9367594521538,0.9055143121208737
2024-06-30 20:57:10.430548,61,AoI-oriented,0.7000000000000001,1.5,7,0.0,25.136864247477714,0.9447452177538369
2024-06-30 21:31:10.430548,49,AoI-oriented,0.30000000000000004,-1.0,6,0.7000000000000001,13.797344453866693,0.7773737381474408
2024-07-01 04:13:10.430548,62,AoI-oriented,0.4,2.0,3,0.0,535.1490792090831,0.9953261949861296
2024-07-01 03:29:10.430548,8,AoI-oriented,0.6,0.5,2,0.6000000000000001,7.250073533164757,0.7096915445385155
2024-07-01 06:53:10.430548,22,AoI-oriented,0.1,0.5,1,0.5,22.516473646542224,0.5385393175818465
2024-06-30 19:47:10.430548,11,deadline-oriented,1.0,1.5,1,0.7000000000000001,2.5031691371256013,0.5580002244056091
2024-07-01 05:58:10.430548,65,AoI-oriented,0.8,1.0,3,0.1,11.091709412377995,0.893643665834975
2024-07-01 08:31:10.430548,60,deadline-oriented,0.1,-2.0,9,0.2,132.05277556695225,0.9235113152071046
2024-06-30 21:52:10.430548,59,AoI-oriented,0.9,-1.5,1,0.7000000000000001,1.0,0.042603416387395045
2024-06-30 20:17:10.430548,27,AoI-oriented,0.2,-0.5,7,0.7000000000000001,34.182338572028286,0.8578878065202425
2024-06-30 17:58:10.430548,23,deadline-oriented,0.30000000000000004,-2.0,10,0.7000000000000001,22.973604106496,0.8479095781753228
2024-07-01 01:28:10.430548,99,deadline-oriented,0.1,-2.0,2,0.9,15.132318192114024,0.3147734493572524
2024-06-30 20:55:10.430548,47,deadline-oriented,1.0,-1.0,3,0.6000000000000001,4.858702806537751,0.7163744751898906
2024-06-30 21:29:10.430548,57,deadline-oriented,0.30000000000000004,-0.5,2,0.6000000000000001,16.39572366288172,0.7850690237574924
2024-06-30 23:59:10.430548,65,AoI-oriented,0.7000000000000001,1.0,4,0.6000000000000001,63.493592816700286,0.9767887941605974
2024-06-30 18:44:10.430548,6,AoI-oriented,0.7000000000000001,0.0,2,0.9,1.5469684066084637,0.522039939706719
2024-07-01 03:58:10.430548,55,AoI-oriented,0.9,1.0,3,0.30000000000000004,19.52218051269451,0.9431956618335252
2024-06-30 16:39:10.430548,27,deadline-oriented,0.7000000000000001,-2.0,8,0.0,210.6596152799017,0.9931688005054135
2024-07-01 07:46:10.430548,35,AoI-oriented,0.1,-1.5,2,0.2,203.6881253000105,0.9509187985141919
2024-06-30 20:27:10.430548,49,deadline-oriented,0.30000000000000004,-0.5,1,0.5,6.392050067975836,0.4801695512918521
2024-06-30 16:42:10.430548,24,deadline-oriented,0.2,2.0,7,0.30000000000000004,inf,1.0
2024-06-30 19:01:10.430548,36,AoI-oriented,0.5,2.0,4,0.9,66.67813147184403,0.9695023041356109
2024-07-01 00:34:10.430548,63,AoI-oriented,0.7000000000000001,-1.0,10,0.9,7.482644399197541,0.7852144604266249
2024-07-01 04:40:10.430548,12,deadline-oriented,0.1,1.5,5,0.4,166.98318973697175,0.9396237380498912
2024-06-30 22:24:10.430548,14,deadline-oriented,0.6,-0.5,9,0.6000000000000001,inf,1.0
2024-06-30 19:45:10.430548,44,deadline-oriented,0.6,1.0,1,0.7000000000000001,4.525996275572765,0.4672772418805851
2024-07-01 02:18:10.430548,75,deadline-oriented,1.0,-0.5,4,1.0,2.3309866644627455,0.7457077279531887
2024-06-30 18:06:10.430548,33,deadline-oriented,0.1,-2.0,9,1.0,54.195676047207755,0.8172021502552079
2024-06-30 22:22:10.430548,82,AoI-oriented,0.9,1.0,6,1.0,4.440801971796349,0.8460735709434718
2024-06-30 18:26:10.430548,52,AoI-oriented,1.0,2.0,5,0.1,15.10177790873518,0.9298161136526043
2024-07-01 05:44:10.430548,69,AoI-oriented,0.30000000000000004,-1.5,5,0.30000000000000004,45.76296301671783,0.9296520772012893
2024-06-30 21:00:10.430548,32,AoI-oriented,0.2,0.0,4,0.8,22.303702902708,0.7732001742128773
2024-07-01 02:32:10.430548,59,AoI-oriented,0.2,1.5,3,0.6000000000000001,30.76006923314952,0.8359822429136512
2024-07-01 08:30:10.430548,14,AoI-oriented,0.9,1.0,7,0.2,6.78301433705108,0.8587751519856623
2024-07-01 00:04:10.430548,54,AoI-oriented,0.8,1.0,9,1.0,21.324771554312616,0.9408854552788893
2024-06-30 17:01:10.430548,15,AoI-oriented,0.30000000000000004,-1.5,2,0.30000000000000004,11.43345391299386,0.7283990709491335
2024-07-01 04:23:10.430548,17,deadline-oriented,0.7000000000000001,2.0,5,1.0,14.620032440860244,0.9017403645193601
2024-06-30 22:02:10.430548,88,AoI-oriented,0.1,1.0,4,0.6000000000000001,46.0879120189312,0.776808516156324
2024-06-30 17:22:10.430548,73,deadline-oriented,0.4,2.0,2,0.30000000000000004,63.52571498193797,0.9601554459518928
2024-06-30 17:24:10.430548,80,deadline-oriented,0.1,-1.0,4,0.30000000000000004,115.48637678528792,0.9141515832736438
2024-06-30 16:43:10.430548,21,deadline-oriented,0.5,-0.5,2,0.0,inf,1.0
2024-07-01 06:44:10.430548,96,deadline-oriented,1.0,2.0,9,0.2,inf,1.0
2024-07-01 04:54:10.430548,17,AoI-oriented,0.5,1.5,9,0.4,385.6384692709992,0.9948169652831216
2024-07-01 05:02:10.430548,56,AoI-oriented,1.0,2.0,5,0.4,inf,1.0
2024-07-01 07:15:10.430548,78,deadline-oriented,0.2,1.5,8,0.9,86.12610502404729,0.9421472263934546
2024-07-01 02:03:10.430548,90,deadline-oriented,0.9,0.0,4,0.5,8.204383824247808,0.8735116327381778
2024-06-30 16:29:10.430548,67,deadline-oriented,0.8,-1.5,6,0.9,8.042898691538367,0.8304776313157489
2024-07-01 06:48:10.430548,34,AoI-oriented,0.8,-1.5,2,0.0,inf,1.0
2024-07-01 01:05:10.430548,9,deadline-oriented,0.4,-2.0,2,0.8,6.380744203066747,0.40347438938363095
2024-07-01 04:02:10.430548,95,deadline-oriented,0.8,0.0,9,0.2,inf,1.0
2024-07-01 06:19:10.430548,79,deadline-oriented,0.7000000000000001,0.5,7,0.8,13.07355554440242,0.8901544907918351
2024-06-30 23:28:10.430548,37,deadline-oriented,0.2,0.0,3,0.9,17.328247648354612,0.7275732261652018
2024-07-01 02:57:10.430548,47,AoI-oriented,0.7000000000000001,-0.5,2,0.7000000000000001,4.383135301664423,0.5958497127878803
2024-07-01 03:27:10.430548,32,deadline-oriented,0.6,-1.5,3,0.0,30.77928228365264,0.9457312954718847
2024-06-30 19:23:10.430548,69,AoI-oriented,0.4,0.5,5,0.9,27.50569268329559,0.9144559774489054
2024-07-01 00:52:10.430548,8,deadline-oriented,0.5,0.0,2,0.6000000000000001,5.997038352288605,0.72395817218152
2024-06-30 16:26:10.430548,88,deadline-oriented,1.0,1.0,3,0.1,50.995061310658606,0.9805545111923138
2024-07-01 01:16:10.430548,91,deadline-oriented,0.8,1.0,8,0.8,17.353108015604107,0.9280661704830789
2024-07-01 02:11:10.430548,70,AoI-oriented,0.1,-2.0,8,0.6000000000000001,87.13342422156356,0.8853998274651617
2024-06-30 17:49:10.430548,59,AoI-oriented,0.6,0.0,5,0.30000000000000004,23.64783898849258,0.9240493895459547
2024-07-01 07:53:10.430548,1,deadline-oriented,0.5,2.0,4,0.5,16.324017180314602,0.8850168406183669
2024-06-30 18:58:10.430548,60,deadline-oriented,0.6,0.5,4,1.0,4.627095348318664,0.7313734402303276
2024-07-01 07:59:10.430548,46,AoI-oriented,0.2,-0.5,6,0.5,45.656657461872335,0.88986591381412
2024-07-01 01:57:10.430548,12,deadline-oriented,0.8,-1.0,7,0.30000000000000004,11.978083821258918,0.8991553800299088
2024-07-01 07:30:10.430548,41,AoI-oriented,0.6,-1.0,4,0.1,65.62688547682934,0.9746111976749703
2024-07-01 06:30:10.430548,27,deadline-oriented,0.4,-0.5,8,0.9,32.347641409823304,0.9262812733974745
2024-07-01 02:20:10.430548,99,deadline-oriented,0.1,2.0,1,0.1,150.60708511547776,0.9339504680305414
2024-07-01 07:21:10.430548,100,AoI-oriented,1.0,-0.5,1,0.0,161.49648343302334,0.9937975836921152
2024-06-30 17:12:10.430548,88,deadline-oriented,0.6,-2.0,2,0.6000000000000001,5.043511228598059,0.6140924383663817
2024-06-30 16:18:10.430548,74,deadline-oriented,0.8,-1.0,1,0.7000000000000001,1.0,0.06367650047514692
2024-07-01 00:58:10.430548,93,AoI-oriented,0.6,-1.0,3,1.0,3.1288170341922097,0.6125808687328368
2024-06-30 22:28:10.430548,41,deadline-oriented,0.4,-1.5,3,0.4,20.093259297919225,0.871629928320152
2024-07-01 02:57:10.430548,42,deadline-oriented,0.5,2.0,3,0.8,22.455704405475746,0.9166229770824166
2024-06-30 16:59:10.430548,65,AoI-oriented,0.6,2.0,4,0.0,77.28841400100319,0.9784668113843298
2024-07-01 00:31:10.430548,57,AoI-oriented,0.6,-2.0,4,0.5,5.592194442487343,0.7247110653139885
2024-07-01 05:08:10.430548,6,AoI-oriented,0.4,0.0,10,1.0,42.26543593727733,0.9391971366395478
2024-06-30 19:57:10.430548,21,deadline-oriented,0.4,2.0,10,1.0,inf,1.0
2024-07-01 02:40:10.430548,40,deadline-oriented,0.9,0.0,6,0.5,9.708757767130573,0.8820752261407828
2024-07-01 03:15:10.430548,56,deadline-oriented,0.5,1.0,6,0.9,21.632572174018318,0.9077207917072465
2024-07-01 06:41:10.430548,100,AoI-oriented,0.7000000000000001,0.0,8,0.2,131.327167569159,0.9889264057429531
2024-07-01 01:45:10.430548,1,deadline-oriented,0.6,-2.0,5,0.1,17.585497715735517,0.9093089638232067
2024-06-30 20:15:10.430548,53,deadline-oriented,1.0,-2.0,9,0.1,39.24054669692078,0.9737974757199783
2024-07-01 00:03:10.430548,91,deadline-oriented,0.8,0.5,7,1.0,5.898208343046226,0.7860317921556481
2024-06-30 19:42:10.430548,68,AoI-oriented,0.5,-0.5,1,0.5,4.403567874439251,0.4666600408488747
2024-07-01 01:43:10.430548,48,deadline-oriented,0.5,0.0,8,0.0,inf,1.0
2024-06-30 18:26:10.430548,50,deadline-oriented,0.4,-2.0,1,0.0,inf,1.0
2024-07-01 01:10:10.430548,82,deadline-oriented,0.7000000000000001,2.0,6,0.4,10.799734715135134,0.8376920393294427
2024-06-30 19:42:10.430548,39,deadline-oriented,1.0,0.5,6,0.5,inf,1.0
2024-07-01 00:06:10.430548,45,deadline-oriented,0.5,-1.5,1,1.0,1.8384110022909987,0.0
2024-06-30 18:32:10.430548,14,deadline-oriented,0.8,-1.0,8,1.0,9.404753773115573,0.8799584251948813
2024-06-30 17:10:10.430548,33,deadline-oriented,0.8,-1.0,9,0.0,92.16667459258052,0.9864756368938151
2024-06-30 23:16:10.430548,78,deadline-oriented,0.30000000000000004,0.5,10,0.6000000000000001,84.64902188340659,0.9606031262260385
2024-07-01 07:06:10.430548,57,AoI-oriented,0.5,-2.0,5,0.4,10.473921556110485,0.8138838971696817
2024-07-01 04:07:10.430548,54,deadline-oriented,0.30000000000000004,-2.0,1,0.6000000000000001,2.1816245505585714,0.08095743175257161
2024-07-01 03:55:10.430548,7,deadline-oriented,0.5,0.5,10,0.4,24.777204558427954,0.9147411951949755
2024-06-30 17:13:10.430548,96,AoI-oriented,0.30000000000000004,1.5,2,0.8,10.571384164112597,0.7095380849509885
2024-07-01 00:48:10.430548,2,deadline-oriented,0.8,0.0,8,1.0,5.45726640718309,0.815233298546962
2024-06-30 17:33:10.430548,24,AoI-oriented,0.6,0.5,8,0.0,23.68758538507328,0.9316718947550557
2024-06-30 16:29:10.430548,46,deadline-oriented,0.6,0.0,8,0.4,38.16361027529321,0.9583102075363691
2024-07-01 04:43:10.430548,28,AoI-oriented,0.8,-1.5,1,0.6000000000000001,1.0,0.24529838721833425
2024-07-01 00:06:10.430548,37,AoI-oriented,0.5,-1.0,6,0.5,16.434246921281154,0.8824458608642032
2024-06-30 18:32:10.430548,97,AoI-oriented,0.7000000000000001,-0.5,5,0.1,99.12379864498959,0.985401247469011
2024-07-01 02:04:10.430548,77,deadline-oriented,0.8,-2.0,6,0.8,6.83818757442788,0.7967121117740799
2024-07-01 00:47:10.430548,15,deadline-oriented,0.7000000000000001,0.0,5,0.6000000000000001,13.719115347999974,0.8867559921779375
2024-07-01 04:17:10.430548,99,deadline-oriented,0.9,1.0,6,0.9,22.851625510107795,0.9538903533718049
2024-06-30 22:22:10.430548,13,deadline-oriented,0.2,-1.5,7,0.2,inf,1.0
2024-07-01 07:58:10.430548,18,AoI-oriented,0.5,1.0,6,1.0,32.88324306814722,0.9357602841929165
2024-06-30 19:44:10.430548,44,AoI-oriented,0.4,0.0,5,0.30000000000000004,27.28194800708854,0.909004451185022
2024-07-01 01:49:10.430548,76,AoI-oriented,0.4,2.0,6,0.7000000000000001,inf,1.0
2024-06-30 23:49:10.430548,11,deadline-oriented,0.8,1.5,8,0.6000000000000001,18.063123152609542,0.9374122723406363
2024-06-30 16:24:10.430548,75,AoI-oriented,0.2,0.0,1,0.30000000000000004,21.822220409046245,0.7660126292767485
2024-06-30 16:17:10.430548,16,AoI-oriented,0.5,1.5,3,0.5,22.935236439578983,0.9158933241205287
2024-07-01 04:30:10.430548,66,deadline-oriented,1.0,0.5,3,0.2,inf,1.0
2024-06-30 20:30:10.430548,53,AoI-oriented,0.6,-1.0,3,0.1,85.03141121247093,0.9801956920230611
2024-06-30 21:26:10.430548,10,deadline-oriented,0.8,-2.0,2,0.30000000000000004,3.487955209240521,0.7240112268156861
2024-07-01 03:11:10.430548,19,AoI-oriented,0.4,1.0,10,0.5,23.750939349872127,0.8931952338904517
2024-06-30 23:36:10.430548,88,AoI-oriented,0.5,-1.0,10,1.0,10.029557727294895,0.7938839533585182
2024-06-30 18:49:10.430548,38,AoI-oriented,0.6,-1.0,1,0.7000000000000001,1.0,0.07556883874410025
2024-07-01 07:04:10.430548,82,AoI-oriented,0.9,1.0,1,0.8,2.679764237070702,0.36041846754128015
2024-07-01 04:48:10.430548,75,deadline-oriented,0.7000000000000001,1.5,1,0.30000000000000004,8.345261235387381,0.817440075471527
2024-07-01 04:51:10.430548,50,AoI-oriented,0.5,0.0,9,0.1,303.81425808744336,0.9934177623910622
2024-07-01 07:18:10.430548,54,AoI-oriented,0.7000000000000001,0.5,6,0.2,inf,1.0
2024-06-30 18:37:10.430548,51,deadline-oriented,0.4,1.0,10,0.7000000000000001,79.52865372565613,0.9681166129848284
2024-07-01 00:53:10.430548,96,AoI-oriented,0.9,-0.5,5,1.0,7.577286613173836,0.7638297066998923
2024-06-30 22:15:10.430548,9,deadline-oriented,0.5,-1.0,10,0.1,38.12990711333882,0.949362865208129
2024-06-30 19:13:10.430548,54,AoI-oriented,1.0,2.0,1,0.5,7.421358642003443,0.8506726845456203
2024-06-30 22:23:10.430548,65,AoI-oriented,0.5,-0.5,10,0.5,17.19765797981077,0.8750463086537464
2024-07-01 05:01:10.430548,51,AoI-oriented,0.9,2.0,6,0.5,7.118309210180647,0.8622626775140824
2024-07-01 05:15:10.430548,60,AoI-oriented,0.4,-1.5,1,0.6000000000000001,3.9972055634927863,0.17295424894504197
2024-06-30 17:34:10.430548,27,deadline-oriented,0.30000000000000004,1.0,2,0.30000000000000004,17.57301422787447,0.7923887434143879
2024-06-30 21:01:10.430548,17,AoI-oriented,0.6,1.5,5,0.6000000000000001,96.40865763404307,0.9826980328760792
2024-06-30 19:39:10.430548,87,deadline-oriented,0.5,-2.0,9,0.9,10.47754667945286,0.8069687655268516
2024-07-01 02:20:10.430548,82,deadline-oriented,0.30000000000000004,1.5,5,0.2,29.011755019824612,0.8829966320364347
2024-06-30 16:05:10.430548,9,deadline-oriented,0.7000000000000001,1.5,1,0.4,7.080282520938313,0.7844552630920262
2024-07-01 00:38:10.430548,67,AoI-oriented,1.0,-0.5,5,0.5,7.514434969786859,0.880800523444015
2024-06-30 21:25:10.430548,21,AoI-oriented,0.6,2.0,10,0.2,26.22688007695287,0.9378242822530468
2024-07-01 08:10:10.430548,79,AoI-oriented,0.4,-2.0,8,0.8,23.278609114526642,0.8904242940553122
2024-07-01 00:09:10.430548,79,deadline-oriented,0.8,0.0,6,0.1,47.64756930930168,0.9748164544350301
2024-07-01 05:55:10.430548,90,AoI-oriented,0.9,0.5,4,1.0,3.5321187168441583,0.7057997815194449
2024-07-01 03:02:10.430548,69,deadline-oriented,0.6,1.5,3,0.1,12.867631170775011,0.8757604899425069
2024-06-30 22:29:10.430548,58,deadline-oriented,0.6,1.5,5,0.5,93.8397617636153,0.9821423709165424
2024-07-01 01:05:10.430548,52,deadline-oriented,0.7000000000000001,0.5,7,0.6000000000000001,inf,1.0
2024-07-01 06:42:10.430548,27,AoI-oriented,0.30000000000000004,1.5,9,0.4,152.69835040806518,0.9781288948559015
2024-07-01 02:41:10.430548,20,AoI-oriented,0.1,-1.0,2,1.0,16.37990483466898,0.3839205007214266
2024-07-01 03:52:10.430548,89,AoI-oriented,0.2,-0.5,8,0.9,59.00006107967234,0.916035156405416
2024-06-30 19:13:10.430548,86,AoI-oriented,0.8,0.0,8,0.4,11.130020822411195,0.8868017224046817
2024-06-30 20:21:10.430548,49,AoI-oriented,0.1,-1.5,8,0.6000000000000001,99.16101788327673,0.8985340348049672
2024-06-30 18:20:10.430548,40,AoI-oriented,0.4,-0.5,9,1.0,17.757254616226994,0.858581182348604
2024-06-30 22:35:10.430548,72,AoI-oriented,0.5,-0.5,5,0.1,63.59584761667918,0.9684796808099913
2024-07-01 06:57:10.430548,26,deadline-oriented,0.1,1.5,4,0.4,inf,1.0
2024-07-01 03:58:10.430548,89,deadline-oriented,0.5,-0.5,9,0.6000000000000001,76.492591380799,0.97355341807606
2024-07-01 06:10:10.430548,66,AoI-oriented,0.1,-1.0,6,0.2,119.34928243661784,0.9167183714087958
2024-06-30 17:51:10.430548,58,deadline-oriented,1.0,1.5,1,0.5,1.6766293965892318,0.6316738963155872
2024-06-30 19:10:10.430548,27,AoI-oriented,0.7000000000000001,-1.5,6,0.6000000000000001,10.313538199615353,0.8580289468290063
2024-07-01 04:56:10.430548,85,deadline-oriented,0.9,1.5,4,1.0,4.791313547687342,0.776232815861603
2024-06-30 18:13:10.430548,73,AoI-oriented,0.4,-1.5,4,0.1,inf,1.0
2024-07-01 07:47:10.430548,65,AoI-oriented,0.1,2.0,10,0.4,inf,1.0
2024-07-01 00:09:10.430548,33,deadline-oriented,0.1,-0.5,3,0.0,204.5799303075102,0.9509910828443052
2024-06-30 17:54:10.430548,22,deadline-oriented,0.2,-0.5,4,0.1,42.56345958806924,0.8893950511221136
2024-06-30 16:12:10.430548,35,deadline-oriented,0.7000000000000001,-1.0,3,1.0,4.36595383116862,0.5993419353353006
2024-07-01 01:08:10.430548,71,deadline-oriented,0.30000000000000004,0.5,7,0.1,87.80857861200708,0.9621491427202598
2024-07-01 04:17:10.430548,20,deadline-oriented,0.5,-0.5,4,0.2,296.7165713287431,0.9932775333966906
2024-06-30 16:36:10.430548,14,AoI-oriented,0.9,-0.5,7,0.9,2.5605460970942837,0.789674143483768
2024-06-30 22:37:10.430548,55,AoI-oriented,0.2,-1.5,3,1.0,9.126191002278427,0.5025091374157135
2024-06-30 15:59:10.430548,96,deadline-oriented,0.6,0.5,9,0.6000000000000001,19.001745395279734,0.915868907858777
2024-07-01 07:40:10.430548,69,AoI-oriented,0.9,0.5,2,0.5,4.030345138377072,0.781174554535796
2024-06-30 23:51:10.430548,15,deadline-oriented,0.30000000000000004,0.5,1,0.9,4.457603735626824,0.21508301537213642
2024-06-30 17:08:10.430548,61,AoI-oriented,0.9,-1.0,4,1.0,4.448935633698506,0.7519020985896162
2024-07-01 05:55:10.430548,21,deadline-oriented,1.0,-2.0,1,0.6000000000000001,2.9131409522090195,0.11329030214309907
2024-06-30 18:21:10.430548,29,deadline-oriented,0.30000000000000004,2.0,2,0.5,35.33001462458742,0.9051357664272237
2024-06-30 16:12:10.430548,39,AoI-oriented,0.4,-1.0,6,0.2,22.81329079632863,0.8861894113497393
2024-07-01 07:18:10.430548,59,deadline-oriented,0.30000000000000004,-1.5,1,0.6000000000000001,5.267257074678143,0.23530025832820342
2024-06-30 21:00:10.430548,50,AoI-oriented,0.8,-1.0,6,0.5,25.514319064464832,0.9533599673152006
2024-07-01 07:25:10.430548,36,AoI-oriented,0.4,2.0,6,0.2,inf,1.0
2024-06-30 23:28:10.430548,46,AoI-oriented,0.2,-1.0,6,0.0,64.60819417029883,0.9228967113785216
2024-06-30 21:20:10.430548,38,deadline-oriented,0.30000000000000004,2.0,7,0.6000000000000001,107.74013822584277,0.9695181848715062
2024-07-01 02:05:10.430548,70,deadline-oriented,1.0,-1.5,9,0.1,22.529634411797286,0.954601837621398
2024-06-30 21:23:10.430548,6,deadline-oriented,0.7000000000000001,0.0,2,1.0,3.956281660767864,0.4943408166330032
2024-06-30 17:10:10.430548,10,deadline-oriented,0.9,2.0,1,0.5,3.3298805364888118,0.7325194819354608
2024-06-30 16:35:10.430548,44,AoI-oriented,0.8,1.0,4,0.2,34.15638188964432,0.9640691252384106
2024-06-30 23:24:10.430548,59,AoI-oriented,0.8,1.0,7,0.6000000000000001,8.346044606441156,0.8682072103847307
2024-07-01 08:34:10.430548,66,AoI-oriented,0.1,-2.0,2,0.6000000000000001,18.88916716607678,0.482964607680764
2024-07-01 06:13:10.430548,46,deadline-oriented,0.1,-2.0,4,0.9,30.74558190983896,0.6781523310093457
